series,date,division,desc_en,index
abs,2015/1/1,10,Manufacture of food products,89.547
abs,2015/2/1,10,Manufacture of food products,79.713
abs,2015/3/1,10,Manufacture of food products,92.052
abs,2015/4/1,10,Manufacture of food products,102.346
abs,2015/5/1,10,Manufacture of food products,102.766
abs,2015/6/1,10,Manufacture of food products,105.411
abs,2015/7/1,10,Manufacture of food products,98.55
abs,2015/8/1,10,Manufacture of food products,112.413
abs,2015/9/1,10,Manufacture of food products,108.204
abs,2015/10/1,10,Manufacture of food products,109.949
abs,2015/11/1,10,Manufacture of food products,101.944
abs,2015/12/1,10,Manufacture of food products,97.104
abs,2016/1/1,10,Manufacture of food products,91.413
abs,2016/2/1,10,Manufacture of food products,83.92
abs,2016/3/1,10,Manufacture of food products,101.026
abs,2016/4/1,10,Manufacture of food products,93.772
abs,2016/5/1,10,Manufacture of food products,96.781
abs,2016/6/1,10,Manufacture of food products,95.904
abs,2016/7/1,10,Manufacture of food products,102.399
abs,2016/8/1,10,Manufacture of food products,109.974
abs,2016/9/1,10,Manufacture of food products,106.334
abs,2016/10/1,10,Manufacture of food products,113.357
abs,2016/11/1,10,Manufacture of food products,114.529
abs,2016/12/1,10,Manufacture of food products,106.948
abs,2017/1/1,10,Manufacture of food products,99.374
abs,2017/2/1,10,Manufacture of food products,97.742
abs,2017/3/1,10,Manufacture of food products,104.141
abs,2017/4/1,10,Manufacture of food products,109.607
abs,2017/5/1,10,Manufacture of food products,109.698
abs,2017/6/1,10,Manufacture of food products,102.874
abs,2017/7/1,10,Manufacture of food products,125.934
abs,2017/8/1,10,Manufacture of food products,120.771
abs,2017/9/1,10,Manufacture of food products,116.552
abs,2017/10/1,10,Manufacture of food products,121.24
abs,2017/11/1,10,Manufacture of food products,122.754
abs,2017/12/1,10,Manufacture of food products,126.648
abs,2018/1/1,10,Manufacture of food products,117.897
abs,2018/2/1,10,Manufacture of food products,99.98
abs,2018/3/1,10,Manufacture of food products,111.358
abs,2018/4/1,10,Manufacture of food products,114.591
abs,2018/5/1,10,Manufacture of food products,113.415
abs,2018/6/1,10,Manufacture of food products,106.508
abs,2018/7/1,10,Manufacture of food products,121.23
abs,2018/8/1,10,Manufacture of food products,123.162
abs,2018/9/1,10,Manufacture of food products,125.138
abs,2018/10/1,10,Manufacture of food products,124.38
abs,2018/11/1,10,Manufacture of food products,120.335
abs,2018/12/1,10,Manufacture of food products,124.424
abs,2019/1/1,10,Manufacture of food products,120.734
abs,2019/2/1,10,Manufacture of food products,106.613
abs,2019/3/1,10,Manufacture of food products,119.168
abs,2019/4/1,10,Manufacture of food products,119.294
abs,2019/5/1,10,Manufacture of food products,118.547
abs,2019/6/1,10,Manufacture of food products,110.624
abs,2019/7/1,10,Manufacture of food products,121.7
abs,2019/8/1,10,Manufacture of food products,125.517
abs,2019/9/1,10,Manufacture of food products,126.884
abs,2019/10/1,10,Manufacture of food products,125.315
abs,2019/11/1,10,Manufacture of food products,122.566
abs,2019/12/1,10,Manufacture of food products,124.266
abs,2020/1/1,10,Manufacture of food products,113.053
abs,2020/2/1,10,Manufacture of food products,111.261
abs,2020/3/1,10,Manufacture of food products,107.467
abs,2020/4/1,10,Manufacture of food products,119.754
abs,2020/5/1,10,Manufacture of food products,126.398
abs,2020/6/1,10,Manufacture of food products,130.096
abs,2020/7/1,10,Manufacture of food products,131.721
abs,2020/8/1,10,Manufacture of food products,133.558
abs,2020/9/1,10,Manufacture of food products,134.028
abs,2020/10/1,10,Manufacture of food products,120.856
abs,2020/11/1,10,Manufacture of food products,111.151
abs,2020/12/1,10,Manufacture of food products,112.839
abs,2021/1/1,10,Manufacture of food products,112.884
abs,2021/2/1,10,Manufacture of food products,101.501
abs,2021/3/1,10,Manufacture of food products,114.676
abs,2021/4/1,10,Manufacture of food products,122.418
abs,2021/5/1,10,Manufacture of food products,118.396
abs,2021/6/1,10,Manufacture of food products,127.877
abs,2021/7/1,10,Manufacture of food products,125.49
abs,2021/8/1,10,Manufacture of food products,131.497
abs,2021/9/1,10,Manufacture of food products,140.564
abs,2021/10/1,10,Manufacture of food products,131.702
abs,2021/11/1,10,Manufacture of food products,126.142
abs,2021/12/1,10,Manufacture of food products,124.864
abs,2022/1/1,10,Manufacture of food products,120.763
abs,2022/2/1,10,Manufacture of food products,107.777
abs,2022/3/1,10,Manufacture of food products,119.283
abs,2022/4/1,10,Manufacture of food products,126.322
abs,2022/5/1,10,Manufacture of food products,123.372
abs,2022/6/1,10,Manufacture of food products,127.995
abs,2022/7/1,10,Manufacture of food products,131.954
abs,2022/8/1,10,Manufacture of food products,141.459
abs,2022/9/1,10,Manufacture of food products,145.724
abs,2022/10/1,10,Manufacture of food products,136.48
abs,2022/11/1,10,Manufacture of food products,132.379
abs,2022/12/1,10,Manufacture of food products,130.837
abs,2023/1/1,10,Manufacture of food products,125.52
abs,2023/2/1,10,Manufacture of food products,120.951
abs,2023/3/1,10,Manufacture of food products,127.865
abs,2023/4/1,10,Manufacture of food products,119.374
abs,2023/5/1,10,Manufacture of food products,136.02
abs,2023/6/1,10,Manufacture of food products,130.784
abs,2023/7/1,10,Manufacture of food products,136.63
abs,2023/8/1,10,Manufacture of food products,146.93
abs,2023/9/1,10,Manufacture of food products,153.18
abs,2023/10/1,10,Manufacture of food products,145.311
abs,2023/11/1,10,Manufacture of food products,145.087
abs,2023/12/1,10,Manufacture of food products,138.213
abs,2024/1/1,10,Manufacture of food products,131.03
abs,2024/2/1,10,Manufacture of food products,116.495
abs,2024/3/1,10,Manufacture of food products,124.291
abs,2024/4/1,10,Manufacture of food products,124.765
abs,2024/5/1,10,Manufacture of food products,142.147
abs,2024/6/1,10,Manufacture of food products,139.188
abs,2024/7/1,10,Manufacture of food products,150.992
abs,2024/8/1,10,Manufacture of food products,163.215
abs,2024/9/1,10,Manufacture of food products,158.296
abs,2024/10/1,10,Manufacture of food products,156.826
abs,2024/11/1,10,Manufacture of food products,152.026
abs,2024/12/1,10,Manufacture of food products,148.25
abs,2025/1/1,10,Manufacture of food products,141.043
abs,2025/2/1,10,Manufacture of food products,130.032
growth_yoy,2016/1/1,10,Manufacture of food products,2.083
growth_yoy,2016/2/1,10,Manufacture of food products,5.278
growth_yoy,2016/3/1,10,Manufacture of food products,9.748
growth_yoy,2016/4/1,10,Manufacture of food products,-8.377
growth_yoy,2016/5/1,10,Manufacture of food products,-5.824
growth_yoy,2016/6/1,10,Manufacture of food products,-9.019
growth_yoy,2016/7/1,10,Manufacture of food products,3.905
growth_yoy,2016/8/1,10,Manufacture of food products,-2.17
growth_yoy,2016/9/1,10,Manufacture of food products,-1.728
growth_yoy,2016/10/1,10,Manufacture of food products,3.1
growth_yoy,2016/11/1,10,Manufacture of food products,12.345
growth_yoy,2016/12/1,10,Manufacture of food products,10.137
growth_yoy,2017/1/1,10,Manufacture of food products,8.709
growth_yoy,2017/2/1,10,Manufacture of food products,16.469
growth_yoy,2017/3/1,10,Manufacture of food products,3.083
growth_yoy,2017/4/1,10,Manufacture of food products,16.886
growth_yoy,2017/5/1,10,Manufacture of food products,13.347
growth_yoy,2017/6/1,10,Manufacture of food products,7.267
growth_yoy,2017/7/1,10,Manufacture of food products,22.984
growth_yoy,2017/8/1,10,Manufacture of food products,9.818
growth_yoy,2017/9/1,10,Manufacture of food products,9.609
growth_yoy,2017/10/1,10,Manufacture of food products,6.954
growth_yoy,2017/11/1,10,Manufacture of food products,7.182
growth_yoy,2017/12/1,10,Manufacture of food products,18.42
growth_yoy,2018/1/1,10,Manufacture of food products,18.64
growth_yoy,2018/2/1,10,Manufacture of food products,2.29
growth_yoy,2018/3/1,10,Manufacture of food products,6.931
growth_yoy,2018/4/1,10,Manufacture of food products,4.547
growth_yoy,2018/5/1,10,Manufacture of food products,3.388
growth_yoy,2018/6/1,10,Manufacture of food products,3.533
growth_yoy,2018/7/1,10,Manufacture of food products,-3.735
growth_yoy,2018/8/1,10,Manufacture of food products,1.979
growth_yoy,2018/9/1,10,Manufacture of food products,7.366
growth_yoy,2018/10/1,10,Manufacture of food products,2.589
growth_yoy,2018/11/1,10,Manufacture of food products,-1.971
growth_yoy,2018/12/1,10,Manufacture of food products,-1.756
growth_yoy,2019/1/1,10,Manufacture of food products,2.406
growth_yoy,2019/2/1,10,Manufacture of food products,6.634
growth_yoy,2019/3/1,10,Manufacture of food products,7.013
growth_yoy,2019/4/1,10,Manufacture of food products,4.104
growth_yoy,2019/5/1,10,Manufacture of food products,4.525
growth_yoy,2019/6/1,10,Manufacture of food products,3.864
growth_yoy,2019/7/1,10,Manufacture of food products,0.388
growth_yoy,2019/8/1,10,Manufacture of food products,1.912
growth_yoy,2019/9/1,10,Manufacture of food products,1.396
growth_yoy,2019/10/1,10,Manufacture of food products,0.752
growth_yoy,2019/11/1,10,Manufacture of food products,1.854
growth_yoy,2019/12/1,10,Manufacture of food products,-0.127
growth_yoy,2020/1/1,10,Manufacture of food products,-6.362
growth_yoy,2020/2/1,10,Manufacture of food products,4.361
growth_yoy,2020/3/1,10,Manufacture of food products,-9.819
growth_yoy,2020/4/1,10,Manufacture of food products,0.386
growth_yoy,2020/5/1,10,Manufacture of food products,6.623
growth_yoy,2020/6/1,10,Manufacture of food products,17.602
growth_yoy,2020/7/1,10,Manufacture of food products,8.234
growth_yoy,2020/8/1,10,Manufacture of food products,6.406
growth_yoy,2020/9/1,10,Manufacture of food products,5.63
growth_yoy,2020/10/1,10,Manufacture of food products,-3.558
growth_yoy,2020/11/1,10,Manufacture of food products,-9.314
growth_yoy,2020/12/1,10,Manufacture of food products,-9.195
growth_yoy,2021/1/1,10,Manufacture of food products,-0.149
growth_yoy,2021/2/1,10,Manufacture of food products,-8.772
growth_yoy,2021/3/1,10,Manufacture of food products,6.708
growth_yoy,2021/4/1,10,Manufacture of food products,2.224
growth_yoy,2021/5/1,10,Manufacture of food products,-6.331
growth_yoy,2021/6/1,10,Manufacture of food products,-1.706
growth_yoy,2021/7/1,10,Manufacture of food products,-4.73
growth_yoy,2021/8/1,10,Manufacture of food products,-1.543
growth_yoy,2021/9/1,10,Manufacture of food products,4.877
growth_yoy,2021/10/1,10,Manufacture of food products,8.974
growth_yoy,2021/11/1,10,Manufacture of food products,13.487
growth_yoy,2021/12/1,10,Manufacture of food products,10.657
growth_yoy,2022/1/1,10,Manufacture of food products,6.979
growth_yoy,2022/2/1,10,Manufacture of food products,6.183
growth_yoy,2022/3/1,10,Manufacture of food products,4.017
growth_yoy,2022/4/1,10,Manufacture of food products,3.189
growth_yoy,2022/5/1,10,Manufacture of food products,4.203
growth_yoy,2022/6/1,10,Manufacture of food products,0.093
growth_yoy,2022/7/1,10,Manufacture of food products,5.151
growth_yoy,2022/8/1,10,Manufacture of food products,7.576
growth_yoy,2022/9/1,10,Manufacture of food products,3.671
growth_yoy,2022/10/1,10,Manufacture of food products,3.628
growth_yoy,2022/11/1,10,Manufacture of food products,4.945
growth_yoy,2022/12/1,10,Manufacture of food products,4.783
growth_yoy,2023/1/1,10,Manufacture of food products,3.939
growth_yoy,2023/2/1,10,Manufacture of food products,12.223
growth_yoy,2023/3/1,10,Manufacture of food products,7.195
growth_yoy,2023/4/1,10,Manufacture of food products,-5.5
growth_yoy,2023/5/1,10,Manufacture of food products,10.252
growth_yoy,2023/6/1,10,Manufacture of food products,2.179
growth_yoy,2023/7/1,10,Manufacture of food products,3.544
growth_yoy,2023/8/1,10,Manufacture of food products,3.867
growth_yoy,2023/9/1,10,Manufacture of food products,5.116
growth_yoy,2023/10/1,10,Manufacture of food products,6.471
growth_yoy,2023/11/1,10,Manufacture of food products,9.599
growth_yoy,2023/12/1,10,Manufacture of food products,5.638
growth_yoy,2024/1/1,10,Manufacture of food products,4.389
growth_yoy,2024/2/1,10,Manufacture of food products,-3.684
growth_yoy,2024/3/1,10,Manufacture of food products,-2.796
growth_yoy,2024/4/1,10,Manufacture of food products,4.515
growth_yoy,2024/5/1,10,Manufacture of food products,4.505
growth_yoy,2024/6/1,10,Manufacture of food products,6.426
growth_yoy,2024/7/1,10,Manufacture of food products,10.511
growth_yoy,2024/8/1,10,Manufacture of food products,11.084
growth_yoy,2024/9/1,10,Manufacture of food products,3.34
growth_yoy,2024/10/1,10,Manufacture of food products,7.924
growth_yoy,2024/11/1,10,Manufacture of food products,4.783
growth_yoy,2024/12/1,10,Manufacture of food products,7.262
growth_yoy,2025/1/1,10,Manufacture of food products,7.642
growth_yoy,2025/2/1,10,Manufacture of food products,11.62
growth_mom,2015/2/1,10,Manufacture of food products,-10.982
growth_mom,2015/3/1,10,Manufacture of food products,15.48
growth_mom,2015/4/1,10,Manufacture of food products,11.182
growth_mom,2015/5/1,10,Manufacture of food products,0.411
growth_mom,2015/6/1,10,Manufacture of food products,2.574
growth_mom,2015/7/1,10,Manufacture of food products,-6.509
growth_mom,2015/8/1,10,Manufacture of food products,14.067
growth_mom,2015/9/1,10,Manufacture of food products,-3.744
growth_mom,2015/10/1,10,Manufacture of food products,1.613
growth_mom,2015/11/1,10,Manufacture of food products,-7.281
growth_mom,2015/12/1,10,Manufacture of food products,-4.748
growth_mom,2016/1/1,10,Manufacture of food products,-5.861
growth_mom,2016/2/1,10,Manufacture of food products,-8.196
growth_mom,2016/3/1,10,Manufacture of food products,20.383
growth_mom,2016/4/1,10,Manufacture of food products,-7.18
growth_mom,2016/5/1,10,Manufacture of food products,3.208
growth_mom,2016/6/1,10,Manufacture of food products,-0.906
growth_mom,2016/7/1,10,Manufacture of food products,6.772
growth_mom,2016/8/1,10,Manufacture of food products,7.398
growth_mom,2016/9/1,10,Manufacture of food products,-3.31
growth_mom,2016/10/1,10,Manufacture of food products,6.605
growth_mom,2016/11/1,10,Manufacture of food products,1.034
growth_mom,2016/12/1,10,Manufacture of food products,-6.62
growth_mom,2017/1/1,10,Manufacture of food products,-7.082
growth_mom,2017/2/1,10,Manufacture of food products,-1.643
growth_mom,2017/3/1,10,Manufacture of food products,6.547
growth_mom,2017/4/1,10,Manufacture of food products,5.249
growth_mom,2017/5/1,10,Manufacture of food products,0.083
growth_mom,2017/6/1,10,Manufacture of food products,-6.221
growth_mom,2017/7/1,10,Manufacture of food products,22.416
growth_mom,2017/8/1,10,Manufacture of food products,-4.1
growth_mom,2017/9/1,10,Manufacture of food products,-3.494
growth_mom,2017/10/1,10,Manufacture of food products,4.022
growth_mom,2017/11/1,10,Manufacture of food products,1.249
growth_mom,2017/12/1,10,Manufacture of food products,3.172
growth_mom,2018/1/1,10,Manufacture of food products,-6.909
growth_mom,2018/2/1,10,Manufacture of food products,-15.197
growth_mom,2018/3/1,10,Manufacture of food products,11.381
growth_mom,2018/4/1,10,Manufacture of food products,2.903
growth_mom,2018/5/1,10,Manufacture of food products,-1.027
growth_mom,2018/6/1,10,Manufacture of food products,-6.089
growth_mom,2018/7/1,10,Manufacture of food products,13.822
growth_mom,2018/8/1,10,Manufacture of food products,1.593
growth_mom,2018/9/1,10,Manufacture of food products,1.604
growth_mom,2018/10/1,10,Manufacture of food products,-0.606
growth_mom,2018/11/1,10,Manufacture of food products,-3.252
growth_mom,2018/12/1,10,Manufacture of food products,3.398
growth_mom,2019/1/1,10,Manufacture of food products,-2.965
growth_mom,2019/2/1,10,Manufacture of food products,-11.696
growth_mom,2019/3/1,10,Manufacture of food products,11.777
growth_mom,2019/4/1,10,Manufacture of food products,0.105
growth_mom,2019/5/1,10,Manufacture of food products,-0.626
growth_mom,2019/6/1,10,Manufacture of food products,-6.683
growth_mom,2019/7/1,10,Manufacture of food products,10.012
growth_mom,2019/8/1,10,Manufacture of food products,3.137
growth_mom,2019/9/1,10,Manufacture of food products,1.089
growth_mom,2019/10/1,10,Manufacture of food products,-1.237
growth_mom,2019/11/1,10,Manufacture of food products,-2.193
growth_mom,2019/12/1,10,Manufacture of food products,1.386
growth_mom,2020/1/1,10,Manufacture of food products,-9.023
growth_mom,2020/2/1,10,Manufacture of food products,-1.585
growth_mom,2020/3/1,10,Manufacture of food products,-3.41
growth_mom,2020/4/1,10,Manufacture of food products,11.433
growth_mom,2020/5/1,10,Manufacture of food products,5.549
growth_mom,2020/6/1,10,Manufacture of food products,2.926
growth_mom,2020/7/1,10,Manufacture of food products,1.249
growth_mom,2020/8/1,10,Manufacture of food products,1.394
growth_mom,2020/9/1,10,Manufacture of food products,0.352
growth_mom,2020/10/1,10,Manufacture of food products,-9.827
growth_mom,2020/11/1,10,Manufacture of food products,-8.031
growth_mom,2020/12/1,10,Manufacture of food products,1.519
growth_mom,2021/1/1,10,Manufacture of food products,0.04
growth_mom,2021/2/1,10,Manufacture of food products,-10.084
growth_mom,2021/3/1,10,Manufacture of food products,12.98
growth_mom,2021/4/1,10,Manufacture of food products,6.751
growth_mom,2021/5/1,10,Manufacture of food products,-3.285
growth_mom,2021/6/1,10,Manufacture of food products,8.008
growth_mom,2021/7/1,10,Manufacture of food products,-1.866
growth_mom,2021/8/1,10,Manufacture of food products,4.787
growth_mom,2021/9/1,10,Manufacture of food products,6.895
growth_mom,2021/10/1,10,Manufacture of food products,-6.304
growth_mom,2021/11/1,10,Manufacture of food products,-4.222
growth_mom,2021/12/1,10,Manufacture of food products,-1.013
growth_mom,2022/1/1,10,Manufacture of food products,-3.285
growth_mom,2022/2/1,10,Manufacture of food products,-10.753
growth_mom,2022/3/1,10,Manufacture of food products,10.676
growth_mom,2022/4/1,10,Manufacture of food products,5.901
growth_mom,2022/5/1,10,Manufacture of food products,-2.335
growth_mom,2022/6/1,10,Manufacture of food products,3.748
growth_mom,2022/7/1,10,Manufacture of food products,3.093
growth_mom,2022/8/1,10,Manufacture of food products,7.203
growth_mom,2022/9/1,10,Manufacture of food products,3.015
growth_mom,2022/10/1,10,Manufacture of food products,-6.344
growth_mom,2022/11/1,10,Manufacture of food products,-3.005
growth_mom,2022/12/1,10,Manufacture of food products,-1.165
growth_mom,2023/1/1,10,Manufacture of food products,-4.063
growth_mom,2023/2/1,10,Manufacture of food products,-3.64
growth_mom,2023/3/1,10,Manufacture of food products,5.717
growth_mom,2023/4/1,10,Manufacture of food products,-6.641
growth_mom,2023/5/1,10,Manufacture of food products,13.944
growth_mom,2023/6/1,10,Manufacture of food products,-3.849
growth_mom,2023/7/1,10,Manufacture of food products,4.47
growth_mom,2023/8/1,10,Manufacture of food products,7.539
growth_mom,2023/9/1,10,Manufacture of food products,4.254
growth_mom,2023/10/1,10,Manufacture of food products,-5.137
growth_mom,2023/11/1,10,Manufacture of food products,-0.155
growth_mom,2023/12/1,10,Manufacture of food products,-4.738
growth_mom,2024/1/1,10,Manufacture of food products,-5.197
growth_mom,2024/2/1,10,Manufacture of food products,-11.093
growth_mom,2024/3/1,10,Manufacture of food products,6.692
growth_mom,2024/4/1,10,Manufacture of food products,0.381
growth_mom,2024/5/1,10,Manufacture of food products,13.932
growth_mom,2024/6/1,10,Manufacture of food products,-2.082
growth_mom,2024/7/1,10,Manufacture of food products,8.48
growth_mom,2024/8/1,10,Manufacture of food products,8.095
growth_mom,2024/9/1,10,Manufacture of food products,-3.014
growth_mom,2024/10/1,10,Manufacture of food products,-0.929
growth_mom,2024/11/1,10,Manufacture of food products,-3.061
growth_mom,2024/12/1,10,Manufacture of food products,-2.484
growth_mom,2025/1/1,10,Manufacture of food products,-4.861
growth_mom,2025/2/1,10,Manufacture of food products,-7.807
abs,2015/1/1,11,Manufacture of beverages,96.593
abs,2015/2/1,11,Manufacture of beverages,79.891
abs,2015/3/1,11,Manufacture of beverages,92.564
abs,2015/4/1,11,Manufacture of beverages,98.172
abs,2015/5/1,11,Manufacture of beverages,100.548
abs,2015/6/1,11,Manufacture of beverages,104.822
abs,2015/7/1,11,Manufacture of beverages,102.203
abs,2015/8/1,11,Manufacture of beverages,97.629
abs,2015/9/1,11,Manufacture of beverages,100.758
abs,2015/10/1,11,Manufacture of beverages,106.207
abs,2015/11/1,11,Manufacture of beverages,107.998
abs,2015/12/1,11,Manufacture of beverages,112.614
abs,2016/1/1,11,Manufacture of beverages,109.776
abs,2016/2/1,11,Manufacture of beverages,87.404
abs,2016/3/1,11,Manufacture of beverages,94.655
abs,2016/4/1,11,Manufacture of beverages,102.085
abs,2016/5/1,11,Manufacture of beverages,110.062
abs,2016/6/1,11,Manufacture of beverages,118.283
abs,2016/7/1,11,Manufacture of beverages,111.125
abs,2016/8/1,11,Manufacture of beverages,110
abs,2016/9/1,11,Manufacture of beverages,114.451
abs,2016/10/1,11,Manufacture of beverages,119.5
abs,2016/11/1,11,Manufacture of beverages,118.692
abs,2016/12/1,11,Manufacture of beverages,123.314
abs,2017/1/1,11,Manufacture of beverages,115.58
abs,2017/2/1,11,Manufacture of beverages,102.355
abs,2017/3/1,11,Manufacture of beverages,112.349
abs,2017/4/1,11,Manufacture of beverages,111.834
abs,2017/5/1,11,Manufacture of beverages,123.028
abs,2017/6/1,11,Manufacture of beverages,127.426
abs,2017/7/1,11,Manufacture of beverages,120.653
abs,2017/8/1,11,Manufacture of beverages,122.276
abs,2017/9/1,11,Manufacture of beverages,120.999
abs,2017/10/1,11,Manufacture of beverages,127.449
abs,2017/11/1,11,Manufacture of beverages,126.359
abs,2017/12/1,11,Manufacture of beverages,129.082
abs,2018/1/1,11,Manufacture of beverages,119.058
abs,2018/2/1,11,Manufacture of beverages,104.277
abs,2018/3/1,11,Manufacture of beverages,114.985
abs,2018/4/1,11,Manufacture of beverages,120.485
abs,2018/5/1,11,Manufacture of beverages,127.967
abs,2018/6/1,11,Manufacture of beverages,132.612
abs,2018/7/1,11,Manufacture of beverages,125.199
abs,2018/8/1,11,Manufacture of beverages,126.472
abs,2018/9/1,11,Manufacture of beverages,126.166
abs,2018/10/1,11,Manufacture of beverages,128.795
abs,2018/11/1,11,Manufacture of beverages,127.568
abs,2018/12/1,11,Manufacture of beverages,130.768
abs,2019/1/1,11,Manufacture of beverages,121.821
abs,2019/2/1,11,Manufacture of beverages,107.152
abs,2019/3/1,11,Manufacture of beverages,116.113
abs,2019/4/1,11,Manufacture of beverages,124.074
abs,2019/5/1,11,Manufacture of beverages,132.424
abs,2019/6/1,11,Manufacture of beverages,136.656
abs,2019/7/1,11,Manufacture of beverages,128.615
abs,2019/8/1,11,Manufacture of beverages,134.067
abs,2019/9/1,11,Manufacture of beverages,126.624
abs,2019/10/1,11,Manufacture of beverages,128.922
abs,2019/11/1,11,Manufacture of beverages,133.965
abs,2019/12/1,11,Manufacture of beverages,135.608
abs,2020/1/1,11,Manufacture of beverages,123.08
abs,2020/2/1,11,Manufacture of beverages,112.595
abs,2020/3/1,11,Manufacture of beverages,106.774
abs,2020/4/1,11,Manufacture of beverages,66.712
abs,2020/5/1,11,Manufacture of beverages,78.854
abs,2020/6/1,11,Manufacture of beverages,97.508
abs,2020/7/1,11,Manufacture of beverages,110.947
abs,2020/8/1,11,Manufacture of beverages,120.126
abs,2020/9/1,11,Manufacture of beverages,119.532
abs,2020/10/1,11,Manufacture of beverages,119.582
abs,2020/11/1,11,Manufacture of beverages,118.237
abs,2020/12/1,11,Manufacture of beverages,130.619
abs,2021/1/1,11,Manufacture of beverages,120.128
abs,2021/2/1,11,Manufacture of beverages,111.908
abs,2021/3/1,11,Manufacture of beverages,116.736
abs,2021/4/1,11,Manufacture of beverages,136.063
abs,2021/5/1,11,Manufacture of beverages,117.92
abs,2021/6/1,11,Manufacture of beverages,82.992
abs,2021/7/1,11,Manufacture of beverages,87.995
abs,2021/8/1,11,Manufacture of beverages,119.987
abs,2021/9/1,11,Manufacture of beverages,127.112
abs,2021/10/1,11,Manufacture of beverages,137.123
abs,2021/11/1,11,Manufacture of beverages,132.938
abs,2021/12/1,11,Manufacture of beverages,142.393
abs,2022/1/1,11,Manufacture of beverages,129.359
abs,2022/2/1,11,Manufacture of beverages,120.975
abs,2022/3/1,11,Manufacture of beverages,124.995
abs,2022/4/1,11,Manufacture of beverages,150.621
abs,2022/5/1,11,Manufacture of beverages,129.584
abs,2022/6/1,11,Manufacture of beverages,132.749
abs,2022/7/1,11,Manufacture of beverages,132.765
abs,2022/8/1,11,Manufacture of beverages,137.849
abs,2022/9/1,11,Manufacture of beverages,142.121
abs,2022/10/1,11,Manufacture of beverages,138.657
abs,2022/11/1,11,Manufacture of beverages,140.116
abs,2022/12/1,11,Manufacture of beverages,143.442
abs,2023/1/1,11,Manufacture of beverages,127.233
abs,2023/2/1,11,Manufacture of beverages,118.172
abs,2023/3/1,11,Manufacture of beverages,124.157
abs,2023/4/1,11,Manufacture of beverages,142.38
abs,2023/5/1,11,Manufacture of beverages,143.938
abs,2023/6/1,11,Manufacture of beverages,134.9
abs,2023/7/1,11,Manufacture of beverages,135.297
abs,2023/8/1,11,Manufacture of beverages,138.19
abs,2023/9/1,11,Manufacture of beverages,142.969
abs,2023/10/1,11,Manufacture of beverages,145.619
abs,2023/11/1,11,Manufacture of beverages,146.222
abs,2023/12/1,11,Manufacture of beverages,152.996
abs,2024/1/1,11,Manufacture of beverages,136.389
abs,2024/2/1,11,Manufacture of beverages,122.639
abs,2024/3/1,11,Manufacture of beverages,131.898
abs,2024/4/1,11,Manufacture of beverages,150.314
abs,2024/5/1,11,Manufacture of beverages,150.685
abs,2024/6/1,11,Manufacture of beverages,145.551
abs,2024/7/1,11,Manufacture of beverages,144.411
abs,2024/8/1,11,Manufacture of beverages,148.412
abs,2024/9/1,11,Manufacture of beverages,153.07
abs,2024/10/1,11,Manufacture of beverages,152.598
abs,2024/11/1,11,Manufacture of beverages,160.523
abs,2024/12/1,11,Manufacture of beverages,171.025
abs,2025/1/1,11,Manufacture of beverages,143.182
abs,2025/2/1,11,Manufacture of beverages,130.202
growth_yoy,2016/1/1,11,Manufacture of beverages,13.647
growth_yoy,2016/2/1,11,Manufacture of beverages,9.405
growth_yoy,2016/3/1,11,Manufacture of beverages,2.26
growth_yoy,2016/4/1,11,Manufacture of beverages,3.985
growth_yoy,2016/5/1,11,Manufacture of beverages,9.463
growth_yoy,2016/6/1,11,Manufacture of beverages,12.841
growth_yoy,2016/7/1,11,Manufacture of beverages,8.73
growth_yoy,2016/8/1,11,Manufacture of beverages,12.671
growth_yoy,2016/9/1,11,Manufacture of beverages,13.59
growth_yoy,2016/10/1,11,Manufacture of beverages,12.516
growth_yoy,2016/11/1,11,Manufacture of beverages,9.902
growth_yoy,2016/12/1,11,Manufacture of beverages,9.501
growth_yoy,2017/1/1,11,Manufacture of beverages,5.287
growth_yoy,2017/2/1,11,Manufacture of beverages,17.105
growth_yoy,2017/3/1,11,Manufacture of beverages,18.692
growth_yoy,2017/4/1,11,Manufacture of beverages,9.55
growth_yoy,2017/5/1,11,Manufacture of beverages,11.78
growth_yoy,2017/6/1,11,Manufacture of beverages,7.73
growth_yoy,2017/7/1,11,Manufacture of beverages,8.574
growth_yoy,2017/8/1,11,Manufacture of beverages,11.16
growth_yoy,2017/9/1,11,Manufacture of beverages,5.722
growth_yoy,2017/10/1,11,Manufacture of beverages,6.652
growth_yoy,2017/11/1,11,Manufacture of beverages,6.46
growth_yoy,2017/12/1,11,Manufacture of beverages,4.678
growth_yoy,2018/1/1,11,Manufacture of beverages,3.009
growth_yoy,2018/2/1,11,Manufacture of beverages,1.878
growth_yoy,2018/3/1,11,Manufacture of beverages,2.347
growth_yoy,2018/4/1,11,Manufacture of beverages,7.735
growth_yoy,2018/5/1,11,Manufacture of beverages,4.014
growth_yoy,2018/6/1,11,Manufacture of beverages,4.07
growth_yoy,2018/7/1,11,Manufacture of beverages,3.768
growth_yoy,2018/8/1,11,Manufacture of beverages,3.431
growth_yoy,2018/9/1,11,Manufacture of beverages,4.27
growth_yoy,2018/10/1,11,Manufacture of beverages,1.056
growth_yoy,2018/11/1,11,Manufacture of beverages,0.956
growth_yoy,2018/12/1,11,Manufacture of beverages,1.306
