date,division,index
2004/11/1,13,87.6
2004/12/1,13,88.1
2005/1/1,13,88.1
2005/2/1,13,88.1
2005/3/1,13,88
2005/4/1,13,88.1
2005/5/1,13,88.2
2005/6/1,13,88.1
2005/7/1,13,88.3
2005/8/1,13,88.3
2005/9/1,13,88.6
2005/10/1,13,88.8
2005/11/1,13,88.8
2005/12/1,13,89.2
2006/1/1,13,89.6
2006/2/1,13,89.9
2006/3/1,13,89.7
2006/4/1,13,90.2
2006/5/1,13,91.2
2006/6/1,13,90.7
2006/7/1,13,90.6
2006/8/1,13,90.7
2006/9/1,13,90.7
2006/10/1,13,90.2
2006/11/1,13,90.5
2006/12/1,13,90.6
2007/1/1,13,90.5
2007/2/1,13,90.7
2007/3/1,13,90.7
2007/4/1,13,90.9
2007/5/1,13,91
2007/6/1,13,90.9
2007/7/1,13,91
2007/8/1,13,91.1
2007/9/1,13,91.4
2007/10/1,13,91.6
2007/11/1,13,92.4
2007/12/1,13,92.4
2008/1/1,13,93.2
2008/2/1,13,93.7
2008/3/1,13,94.1
2008/4/1,13,93.9
2008/5/1,13,93.8
2008/6/1,13,94.2
2008/7/1,13,94.8
2008/8/1,13,94.6
2008/9/1,13,94.3
2008/10/1,13,95.4
2008/11/1,13,94.6
2008/12/1,13,94.8
2009/1/1,13,95.7
2009/2/1,13,97.2
2009/3/1,13,97.4
2009/4/1,13,97.2
2009/5/1,13,97.2
2009/6/1,13,97.6
2009/7/1,13,97.6
2009/8/1,13,97.7
2009/9/1,13,98.3
2009/10/1,13,98.4
2009/11/1,13,99.1
2009/12/1,13,99.7
2010/1/1,13,99.9
2010/2/1,13,99.6
2010/3/1,13,99.6
2010/4/1,13,99.5
2010/5/1,13,99.7
2010/6/1,13,99.9
2010/7/1,13,100
2010/8/1,13,99.8
2010/9/1,13,100.2
2010/10/1,13,100.5
2010/11/1,13,100.7
2010/12/1,13,100.8
2011/1/1,13,101.1
2011/2/1,13,101
2011/3/1,13,101.2
2011/4/1,13,101.3
2011/5/1,13,101.7
2011/6/1,13,101.9
2011/7/1,13,102.4
2011/8/1,13,103.2
2011/9/1,13,103.9
2011/10/1,13,103.5
2011/11/1,13,103.9
2011/12/1,13,103.9
2012/1/1,13,103.8
2012/2/1,13,104.2
2012/3/1,13,104.1
2012/4/1,13,103.9
2012/5/1,13,103.9
2012/6/1,13,104.1
2012/7/1,13,104.5
2012/8/1,13,104.4
2012/9/1,13,104.9
2012/10/1,13,105
2012/11/1,13,105.1
2012/12/1,13,104.9
2013/1/1,13,105.6
2013/2/1,13,105.4
2013/3/1,13,105.3
2013/4/1,13,104.9
2013/5/1,13,104.3
2013/6/1,13,104.1
2013/7/1,13,103.9
2013/8/1,13,104.7
2013/9/1,13,104.9
2013/10/1,13,104.6
2013/11/1,13,104.6
2013/12/1,13,104.3
2014/1/1,13,104.4
2014/2/1,13,105
2014/3/1,13,105.4
2014/4/1,13,105.4
2014/5/1,13,105.4
2014/6/1,13,105.4
2014/7/1,13,105.4
2014/8/1,13,105.6
2014/9/1,13,105.6
2014/10/1,13,105.3
2014/11/1,13,105.5
2014/12/1,13,105.8
2015/1/1,13,106.2
2015/2/1,13,106.7
2015/3/1,13,107
2015/4/1,13,109.7
2015/5/1,13,110
2015/6/1,13,110.2
2015/7/1,13,110.4
2015/8/1,13,110.4
2015/9/1,13,111.5
2015/10/1,13,111.4
2015/11/1,13,111.7
2015/12/1,13,111.5
2016/1/1,13,112
2016/2/1,13,112.3
2016/3/1,13,112.5
2016/4/1,13,112.5
2016/5/1,13,112.7
2016/6/1,13,112.7
2016/7/1,13,113.1
2016/8/1,13,113.2
2016/9/1,13,113.2
2016/10/1,13,113.1
2016/11/1,13,113.7
2016/12/1,13,113.5
2017/1/1,13,113.6
2017/2/1,13,113.9
2017/3/1,13,114
2017/4/1,13,114.2
2017/5/1,13,114.2
2017/6/1,13,114.1
2017/7/1,13,114.4
2017/8/1,13,114.2
2017/9/1,13,114.4
2017/10/1,13,114.5
2017/11/1,13,114.5
2017/12/1,13,114.3
2018/1/1,13,114.6
2018/2/1,13,114.3
2018/3/1,13,114.5
2018/4/1,13,114.6
2018/5/1,13,114.7
2018/6/1,13,111.1
2018/7/1,13,111
2018/8/1,13,110.8
2018/9/1,13,111
2018/10/1,13,111.3
2018/11/1,13,111.5
2018/12/1,13,111.5
2019/1/1,13,111.9
2019/2/1,13,111.8
2019/3/1,13,112.2
2019/4/1,13,112.3
2019/5/1,13,112.3
2019/6/1,13,112.6
2019/7/1,13,113
2019/8/1,13,113.6
2019/9/1,13,114
2019/10/1,13,113.8
2019/11/1,13,114.3
2019/12/1,13,114.2
2020/1/1,13,114.7
2020/2/1,13,114.6
2020/3/1,13,115.1
2020/4/1,13,114.9
2020/5/1,13,115.5
2020/6/1,13,116
2020/7/1,13,116.3
2020/8/1,13,117.1
2020/9/1,13,117.1
2020/10/1,13,117
2020/11/1,13,116.9
2020/12/1,13,116.7
2021/1/1,13,116.8
2021/2/1,13,116.4
2021/3/1,13,116.2
2021/4/1,13,116.3
2021/5/1,13,116.3
2021/6/1,13,116.4
2021/7/1,13,116.4
2021/8/1,13,116.4
2021/9/1,13,116.5
2021/10/1,13,116.8
2021/11/1,13,117
2021/12/1,13,117.2
2022/1/1,13,117.5
2022/2/1,13,117.7
2022/3/1,13,118.4
2022/4/1,13,118.4
2022/5/1,13,118.5
2022/6/1,13,119
2022/7/1,13,118.9
2022/8/1,13,119.2
2022/9/1,13,119.3
2022/10/1,13,119.6
2022/11/1,13,120
2022/12/1,13,119.9
2023/1/1,13,120.2
2023/2/1,13,120.6
2023/3/1,13,120.9
2023/4/1,13,121.4
2023/5/1,13,121.9
2023/6/1,13,122.1
2023/7/1,13,122
2023/8/1,13,122.1
2023/9/1,13,122.3
2023/10/1,13,122.3
2023/11/1,13,122.8
2023/12/1,13,123.1
2024/1/1,13,123.2
2024/2/1,13,123.6
2024/3/1,13,124.1
2024/4/1,13,125.2
2024/5/1,13,125.6
2024/6/1,13,125.5
2024/7/1,13,125.9
2024/8/1,13,126
2024/9/1,13,126.1
2024/10/1,13,126.4
2024/11/1,13,127
2024/12/1,13,127
2025/1/1,13,127.3
2025/2/1,13,128.2
